Case ID,Complete Timestamp,Activity,label,event_nr,case_length,Work_Order_Qty,Part_Desc_,Rework,finished,Activity_Final Inspection Q.C.,Activity_Lapping - Machine 1,Activity_Laser Marking - Machine 7,Activity_Packing,Activity_Turning & Milling - Machine 4,Activity_Turning & Milling - Machine 5,Activity_Turning & Milling - Machine 6,Activity_Turning & Milling - Machine 8,Activity_Turning & Milling - Machine 9,Activity_Turning & Milling Q.C.,Activity_other,Resource_ID0420,Resource_ID0937,Resource_ID0997,Resource_ID0998,Resource_ID3767,Resource_ID3846,Resource_ID4132,Resource_ID4163,Resource_ID4167,Resource_ID4219,Resource_ID4287,Resource_ID4326,Resource_ID4355,Resource_ID4385,Resource_ID4429,Resource_ID4445,Resource_ID4491,Resource_ID4493,Resource_ID4528,Resource_ID4529,Resource_ID4618,Resource_ID4641,Resource_ID4718,Resource_ID4794,Resource_ID4820,Resource_ID4872,Resource_ID4882,Resource_ID4932,Resource_other,Report_Type_B,Report_Type_D,Report_Type_S,Resource.1_Machine 1 - Lapping,Resource.1_Machine 10 - Grinding,Resource.1_Machine 11 - Grinding,Resource.1_Machine 12 - Grinding,Resource.1_Machine 14 - Milling,Resource.1_Machine 15 - Turning,Resource.1_Machine 16 - Milling,Resource.1_Machine 2 - Round Grinding,Resource.1_Machine 27 - Grinding,Resource.1_Machine 3 - Round Grinding,Resource.1_Machine 4 - Turning & Milling,Resource.1_Machine 5 - Turning & Milling,Resource.1_Machine 6 - Turning & Milling,Resource.1_Machine 7- Laser Marking,Resource.1_Machine 8 - Turning & Milling,Resource.1_Machine 9 - Turning & Milling,Resource.1_Packing,Resource.1_Quality Check 1,Resource.1_Wire Cut - Machine 13,Resource.1_other,Qty_Completed_mean,Qty_Completed_max,Qty_Completed_min,Qty_Completed_sum,Qty_Completed_std,Qty_for_MRB_mean,Qty_for_MRB_max,Qty_for_MRB_min,Qty_for_MRB_sum,Qty_for_MRB_std,activity_duration_mean,activity_duration_max,activity_duration_min,activity_duration_sum,activity_duration_std,hour_mean,hour_max,hour_min,hour_sum,hour_std,weekday_mean,weekday_max,weekday_min,weekday_sum,weekday_std,month_mean,month_max,month_min,month_sum,month_std,timesincemidnight_mean,timesincemidnight_max,timesincemidnight_min,timesincemidnight_sum,timesincemidnight_std,timesincelastevent_mean,timesincelastevent_max,timesincelastevent_min,timesincelastevent_sum,timesincelastevent_std,timesincecasestart_mean,timesincecasestart_max,timesincecasestart_min,timesincecasestart_sum,timesincecasestart_std,event_nr_mean,event_nr_max,event_nr_min,event_nr_sum,event_nr_std,open_cases_mean,open_cases_max,open_cases_min,open_cases_sum,open_cases_std,predicted_value,proba_of_regular
Case195_13,2012-02-15 01:00:00,Packing,regular,13.0,14,80.0,Slip Ring Adapter,missing,0,0,2,0,1,0,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,11,2,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,36.92307692307692,80.0,0.0,480.0,31.83410523966798,0.0,0.0,0.0,0.0,0.0,188.23076923076923,529.0,43.0,2447.0,154.9091958999174,11.615384615384615,23.0,1.0,151.0,6.500493077944953,4.3076923076923075,6.0,0.0,56.0,2.1750331562459526,1.9230769230769231,2.0,1.0,25.0,0.2773500981126145,731.2307692307693,1430.0,60.0,9506.0,398.7215306129818,1596.5384615384614,6370.0,0.0,20755.0,2125.3638361225208,11567.76923076923,20755.0,0.0,150381.0,5954.233692002218,7.0,13.0,1.0,91.0,3.8944404818493075,33.23076923076923,35.0,29.0,432.0,1.8327504901034295,regular,0.9971561345678841
Case245_13,2012-02-15 01:00:00,other,deviant,13.0,15,5.0,Cable Head,missing,0,0,2,1,0,0,0,0,0,6,2,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,1,7,5,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,2,0,0,1.9230769230769231,5.0,0.0,25.0,2.253202848596432,0.0,0.0,0.0,0.0,0.0,231.3846153846154,935.0,8.0,3008.0,269.4220785501003,8.461538461538462,18.0,1.0,110.0,5.8539927202919175,2.230769230769231,6.0,0.0,29.0,1.9215378456610455,1.3076923076923077,2.0,1.0,17.0,0.48038446141526137,533.7692307692307,1084.0,60.0,6939.0,350.59904778491955,2918.6923076923076,26392.0,0.0,37943.0,7165.510744585428,13161.384615384615,37943.0,0.0,171098.0,16249.027322368465,7.0,13.0,1.0,91.0,3.8944404818493075,33.53846153846154,36.0,29.0,436.0,1.9414506867883026,deviant,3.546546367335375e-05
Case3_12,2012-02-15 05:41:00,other,regular,12.0,15,10.0,Cable Head,missing,0,0,1,1,0,1,1,0,0,0,2,6,1,0,0,2,0,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,2,0,0,4.166666666666667,10.0,0.0,50.0,4.549392233801092,0.0,0.0,0.0,0.0,0.0,155.16666666666666,635.0,20.0,1862.0,180.64623053377173,15.833333333333334,23.0,5.0,190.0,6.3221592015463335,2.1666666666666665,6.0,0.0,26.0,2.367712103711219,1.5833333333333333,2.0,1.0,19.0,0.5149286505444371,984.0,1426.0,341.0,11808.0,379.8090429293503,1978.5,21912.0,0.0,23742.0,6279.394491654285,13705.0,23742.0,0.0,164460.0,11747.213534203838,6.5,12.0,1.0,78.0,3.605551275463989,29.5,32.0,28.0,354.0,1.678744119329035,deviant,0.0038927757927859886
Case209_5,2012-02-15 06:46:00,Turning & Milling - Machine 6,regular,5.0,12,168.0,Ballnut,missing,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26.6,80.0,0.0,133.0,37.65368507862146,0.0,0.0,0.0,0.0,0.0,325.4,640.0,53.0,1627.0,216.31990199701923,11.8,19.0,6.0,59.0,6.058052492344384,1.2,2.0,1.0,6.0,0.4472135954999579,2.0,2.0,2.0,10.0,0.0,753.0,1193.0,400.0,3765.0,366.96934476874225,289.2,653.0,0.0,1446.0,248.8507584878937,641.0,1446.0,0.0,3205.0,547.3084139678468,3.0,5.0,1.0,15.0,1.5811388300841898,29.6,33.0,28.0,148.0,2.073644135332772,deviant,0.020272955479847546
Case39_8,2012-02-15 08:12:00,other,regular,8.0,13,10.0,Spur Gear,missing,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.75,10.0,0.0,22.0,3.9551051999734645,0.0,0.0,0.0,0.0,0.0,173.5,463.0,23.0,1388.0,147.94110797398886,13.5,21.0,8.0,108.0,3.964124835860459,1.0,2.0,0.0,8.0,0.5345224838248488,2.0,2.0,2.0,16.0,0.0,828.0,1283.0,492.0,6624.0,244.79262360501912,306.25,1131.0,0.0,2450.0,397.77658840826,1346.0,2450.0,0.0,10768.0,689.5406338384169,4.5,8.0,1.0,36.0,2.449489742783178,29.625,34.0,28.0,237.0,2.1998376563477846,deviant,0.0004375670171508214
Case209_6,2012-02-15 11:42:00,Turning & Milling - Machine 6,regular,6.0,12,168.0,Ballnut,missing,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,28.0,80.0,0.0,168.0,33.85262175962151,0.0,0.0,0.0,0.0,0.0,315.1666666666667,640.0,53.0,1891.0,195.09937638718037,11.666666666666666,19.0,6.0,70.0,5.428320796219276,1.3333333333333333,2.0,1.0,8.0,0.5163977794943223,2.0,2.0,2.0,12.0,0.0,744.5,1193.0,400.0,4467.0,328.8870626826175,290.3333333333333,653.0,0.0,1742.0,222.596196433512,824.5,1742.0,0.0,4947.0,664.5831024033037,3.5,6.0,1.0,21.0,1.8708286933869707,29.5,33.0,28.0,177.0,1.8708286933869704,deviant,0.01763806913464929
Case93,2012-02-15 12:18:00,other,deviant,1.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,297.0,297.0,297.0,0.0,12.0,12.0,12.0,12.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,738.0,738.0,738.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,30.0,30.0,0.0,deviant,0.2994153677305842
Case39_9,2012-02-15 12:50:00,Turning & Milling Q.C.,regular,9.0,13,10.0,Spur Gear,missing,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.4444444444444446,10.0,0.0,22.0,3.811532208676424,0.0,0.0,0.0,0.0,0.0,164.66666666666666,463.0,23.0,1482.0,140.90067423543437,13.333333333333334,21.0,8.0,120.0,3.741657386773941,1.1111111111111112,2.0,0.0,10.0,0.6009252125773316,2.0,2.0,2.0,18.0,0.0,821.5555555555555,1283.0,492.0,7394.0,229.79725363410628,303.1111111111111,1131.0,0.0,2728.0,372.20506593961227,1499.5555555555557,2728.0,0.0,13496.0,792.6201976847282,5.0,9.0,1.0,45.0,2.7386127875258306,29.666666666666668,34.0,28.0,267.0,2.06155281280883,deviant,0.0010771979638391233
Case195_14,2012-02-15 14:05:00,Final Inspection Q.C.,regular,14.0,14,80.0,Slip Ring Adapter,missing,1,1,2,0,1,0,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,3,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,12,2,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,40.0,80.0,0.0,560.0,32.68026927673638,0.0,0.0,0.0,0.0,0.0,178.0,529.0,43.0,2492.0,153.6759828089858,11.785714285714286,23.0,1.0,165.0,6.277904739010294,4.142857142857143,6.0,0.0,58.0,2.1788191176076888,1.9285714285714286,2.0,1.0,27.0,0.2672612419124244,739.3571428571429,1430.0,60.0,10351.0,384.2840710369703,1538.5714285714287,6370.0,0.0,21540.0,2053.4700355284435,12280.07142857143,21540.0,0.0,171921.0,6311.021683278643,7.5,14.0,1.0,105.0,4.183300132670378,32.92857142857143,35.0,29.0,461.0,2.0926349130034323,regular,0.9969735043461528
Case39_10,2012-02-15 15:23:00,other,regular,10.0,13,10.0,Spur Gear,missing,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.0,10.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,181.8,463.0,23.0,1818.0,143.4664498139625,13.5,21.0,8.0,135.0,3.566822426505449,1.2,2.0,0.0,12.0,0.6324555320336759,2.0,2.0,2.0,20.0,0.0,831.7,1283.0,492.0,8317.0,219.01702115487635,288.1,1131.0,0.0,2881.0,354.11437260988,1637.7,2881.0,0.0,16377.0,865.6098749179998,5.5,10.0,1.0,55.0,3.0276503540974917,29.6,34.0,28.0,296.0,1.955050439815357,deviant,0.00030139307871853723
Case93_2,2012-02-15 15:56:00,other,deviant,2.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,6.0,0.0,6.0,4.242640687119285,0.0,0.0,0.0,0.0,0.0,262.5,297.0,228.0,525.0,48.79036790187178,13.5,15.0,12.0,27.0,2.1213203435596424,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,847.0,956.0,738.0,1694.0,154.14927829866735,109.0,218.0,0.0,218.0,154.14927829866735,109.0,218.0,0.0,218.0,154.14927829866735,1.5,2.0,1.0,3.0,0.7071067811865476,29.5,30.0,29.0,59.0,0.7071067811865476,deviant,0.4725450274411665
Case93_3,2012-02-15 19:17:00,other,deviant,3.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,6.0,0.0,12.0,3.4641016151377544,0.0,0.0,0.0,0.0,0.0,225.66666666666666,297.0,152.0,677.0,72.52815545244022,15.333333333333334,19.0,12.0,46.0,3.511884584284246,2.0,2.0,2.0,6.0,0.0,2.0,2.0,2.0,6.0,0.0,950.3333333333334,1157.0,738.0,2851.0,209.5574702398684,139.66666666666666,218.0,0.0,419.0,121.25317865249279,212.33333333333334,419.0,0.0,637.0,209.55747023986842,2.0,3.0,1.0,6.0,1.0,29.333333333333332,30.0,29.0,88.0,0.5773502691896255,regular,0.5314366363647769
Case93_4,2012-02-15 20:30:00,other,deviant,4.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.25,6.0,0.0,13.0,3.2015621187164243,0.0,0.0,0.0,0.0,0.0,187.25,297.0,72.0,749.0,97.00644308498276,16.5,20.0,12.0,66.0,3.696845502136472,2.0,2.0,2.0,8.0,0.0,2.0,2.0,2.0,8.0,0.0,1020.25,1230.0,738.0,4081.0,220.97416892780325,123.0,218.0,0.0,492.0,104.46370980712233,282.25,492.0,0.0,1129.0,220.97416892780328,2.5,4.0,1.0,10.0,1.2909944487358056,29.25,30.0,29.0,117.0,0.49999999999999967,regular,0.555235794628629
Case93_5,2012-02-15 23:15:00,other,deviant,5.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.8,11.0,0.0,24.0,4.43846820423443,0.0,0.0,0.0,0.0,0.0,182.8,297.0,72.0,914.0,84.59728128019245,17.8,23.0,12.0,89.0,4.32434966208793,2.0,2.0,2.0,10.0,0.0,2.0,2.0,2.0,10.0,0.0,1095.2,1395.0,738.0,5476.0,254.3810134424344,131.4,218.0,0.0,657.0,92.39751078898175,357.2,657.0,0.0,1786.0,254.38101344243444,3.0,5.0,1.0,15.0,1.5811388300841898,29.2,30.0,29.0,146.0,0.44721359549995765,regular,0.5746667981023095
Case43,2012-02-16 00:29:00,Turning & Milling - Machine 8,regular,1.0,11,26.0,Ballnut,missing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,30.0,30.0,0.0,regular,0.6452382152365859
Case245_14,2012-02-16 06:54:00,other,deviant,14.0,15,5.0,Cable Head,missing,0,0,2,1,0,0,0,0,0,6,2,3,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,1,0,0,1,8,5,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,0,2,0,0,1.7857142857142858,5.0,0.0,25.0,2.22498302253061,0.0,0.0,0.0,0.0,0.0,260.2142857142857,935.0,8.0,3643.0,280.42939014508244,8.285714285714286,18.0,1.0,116.0,5.662679053763692,2.2857142857142856,6.0,0.0,32.0,1.85756546332813,1.3571428571428572,2.0,1.0,19.0,0.4972451580988469,525.2142857142857,1084.0,60.0,7353.0,338.3621588615526,2838.3571428571427,26392.0,0.0,39737.0,6890.959022317049,15059.642857142857,39737.0,0.0,210835.0,17151.332352852998,7.5,14.0,1.0,105.0,4.183300132670378,33.285714285714285,36.0,29.0,466.0,2.091321681049181,deviant,7.942583376696615e-05
Case93_6,2012-02-16 07:15:00,other,deviant,6.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6.0,12.0,0.0,36.0,4.9396356140913875,0.0,0.0,0.0,0.0,0.0,154.83333333333334,297.0,15.0,929.0,102.06942082066826,16.0,23.0,7.0,96.0,5.865151319446072,2.1666666666666665,3.0,2.0,13.0,0.408248290463863,2.0,2.0,2.0,12.0,0.0,985.1666666666666,1395.0,435.0,5911.0,352.72052203786876,189.5,480.0,0.0,1137.0,164.57065352000035,487.1666666666667,1137.0,0.0,2923.0,391.3000979640392,3.5,6.0,1.0,21.0,1.8708286933869707,29.333333333333332,30.0,29.0,176.0,0.5163977794943223,regular,0.7762333497804464
Case9_7,2012-02-16 08:09:00,other,regular,7.0,12,20.0,Spur Gear,missing,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,8.571428571428571,20.0,0.0,60.0,10.390013520317524,0.0,0.0,0.0,0.0,0.0,94.71428571428571,208.0,7.0,663.0,61.059299825973234,13.714285714285714,21.0,7.0,96.0,5.1869800370506445,1.1428571428571428,3.0,0.0,8.0,1.2149857925879117,1.5714285714285714,2.0,1.0,11.0,0.5345224838248488,847.2857142857143,1263.0,450.0,5931.0,310.71515051877464,3430.0,19080.0,0.0,24010.0,6970.20850955455,7294.0,24010.0,0.0,51058.0,10696.728253692028,4.0,7.0,1.0,28.0,2.160246899469287,31.0,33.0,28.0,217.0,1.7320508075688776,regular,0.9905290996418321
Case93_7,2012-02-16 09:15:00,other,deviant,7.0,18,12.0,Tube,missing,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,6.857142857142857,12.0,0.0,48.0,5.047394424471945,0.0,0.0,0.0,0.0,0.0,149.85714285714286,297.0,15.0,1049.0,94.10176861856985,15.0,23.0,7.0,105.0,5.972157622389639,2.2857142857142856,3.0,2.0,16.0,0.48795003647426666,2.0,2.0,2.0,14.0,0.0,923.7142857142857,1395.0,435.0,6466.0,360.7093540445522,179.57142857142858,480.0,0.0,1257.0,152.51104565774588,597.1428571428571,1257.0,0.0,4180.0,460.716626055333,4.0,7.0,1.0,28.0,2.160246899469287,29.428571428571427,30.0,29.0,206.0,0.5345224838248491,regular,0.9775695887379953
Case39_11,2012-02-16 10:29:00,Turning & Milling Q.C.,regular,11.0,13,10.0,Spur Gear,missing,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.6363636363636362,10.0,0.0,40.0,4.342182107482993,0.0,0.0,0.0,0.0,0.0,173.36363636363637,463.0,23.0,1907.0,138.95054712182514,13.181818181818182,21.0,8.0,145.0,3.544522021886218,1.3636363636363635,3.0,0.0,15.0,0.8090398349558905,2.0,2.0,2.0,22.0,0.0,813.2727272727273,1283.0,492.0,8946.0,216.57981942419792,366.09090909090907,1146.0,0.0,4027.0,423.98784287888606,1854.909090909091,4027.0,0.0,20404.0,1092.3964897916374,6.0,11.0,1.0,66.0,3.3166247903554,29.636363636363637,34.0,28.0,326.0,1.85864075456917,deviant,0.0007432209791214347
Case9_8,2012-02-16 11:11:00,other,regular,8.0,12,20.0,Spur Gear,missing,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,10.0,20.0,0.0,80.0,10.433462649434409,0.0,0.0,0.0,0.0,0.0,105.625,208.0,7.0,845.0,64.40483012055185,13.375,21.0,7.0,107.0,4.897156609415596,1.375,3.0,0.0,11.0,1.302470180629319,1.625,2.0,1.0,13.0,0.5175491695067657,825.25,1263.0,450.0,6602.0,294.34078888254686,3024.0,19080.0,0.0,24192.0,6554.536662277728,9406.25,24192.0,0.0,75250.0,11565.772011166644,4.5,8.0,1.0,36.0,2.449489742783178,30.875,33.0,28.0,247.0,1.642080561796093,regular,0.9967132545623446
Case3_13,2012-02-16 11:22:00,Final Inspection Q.C.,regular,13.0,15,10.0,Cable Head,missing,0,1,1,1,0,1,1,0,0,0,2,6,1,0,0,2,0,0,0,2,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,3,0,0,3.8461538461538463,10.0,0.0,50.0,4.506405697192864,0.0,0.0,0.0,0.0,0.0,157.07692307692307,635.0,20.0,2042.0,173.09268304315154,15.461538461538462,23.0,5.0,201.0,6.199669139228111,2.230769230769231,6.0,0.0,29.0,2.2786635759382503,1.6153846153846154,2.0,1.0,21.0,0.5063696835418332,960.7692307692307,1426.0,341.0,12490.0,373.1613042296307,1963.3076923076924,21912.0,0.0,25523.0,6012.312039814847,14614.076923076924,25523.0,0.0,189983.0,11714.979502482696,7.0,13.0,1.0,91.0,3.8944404818493075,29.53846153846154,32.0,28.0,384.0,1.613246448179602,deviant,0.000884156404060814
Case39_12,2012-02-16 11:26:00,Laser Marking - Machine 7,regular,12.0,13,10.0,Spur Gear,missing,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4.166666666666667,10.0,0.0,50.0,4.529365464957704,0.0,0.0,0.0,0.0,0.0,160.75,463.0,22.0,1929.0,139.50374709858318,13.0,21.0,8.0,156.0,3.4377582547616425,1.5,3.0,0.0,18.0,0.9045340337332909,2.0,2.0,2.0,24.0,0.0,802.6666666666666,1283.0,492.0,9632.0,209.7437108530891,340.3333333333333,1146.0,0.0,4084.0,413.9864585693449,2040.6666666666667,4084.0,0.0,24488.0,1224.3022750146552,6.5,12.0,1.0,78.0,3.605551275463989,29.666666666666668,34.0,28.0,356.0,1.7752507291971888,deviant,0.0021533624983133093
Case9_9,2012-02-16 11:30:00,Laser Marking - Machine 7,regular,9.0,12,20.0,Spur Gear,missing,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,6,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,11.11111111111111,20.0,0.0,100.0,10.313152336269988,0.0,0.0,0.0,0.0,0.0,94.0,208.0,1.0,846.0,69.61142147665137,13.11111111111111,21.0,7.0,118.0,4.648775226993784,1.5555555555555556,3.0,0.0,14.0,1.3333333333333333,1.6666666666666667,2.0,1.0,15.0,0.5,810.2222222222222,1263.0,450.0,7292.0,278.997212252102,2690.1111111111113,19080.0,0.0,24211.0,6212.490894247742,11051.222222222223,24211.0,0.0,99461.0,11891.156354385575,5.0,9.0,1.0,45.0,2.7386127875258306,30.77777777777778,33.0,28.0,277.0,1.5634719199411435,regular,0.9986786804606592
Case75_8,2012-02-16 11:52:00,Laser Marking - Machine 7,deviant,8.0,13,10.0,Ballnut,missing,0,0,0,1,0,0,0,0,6,0,1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,5.0,10.0,0.0,40.0,5.3452248382484875,0.0,0.0,0.0,0.0,0.0,132.375,259.0,1.0,1059.0,92.20929221845579,11.125,19.0,0.0,89.0,5.514591035218685,3.75,6.0,3.0,30.0,1.0350983390135313,2.0,2.0,2.0,16.0,0.0,695.0,1178.0,0.0,5560.0,338.55322434483725,2531.5,15782.0,0.0,20252.0,5440.554777383855,3675.0,20252.0,0.0,29400.0,6840.649175543002,4.5,8.0,1.0,36.0,2.449489742783178,33.5,35.0,30.0,268.0,1.5118578920369121,regular,0.8642124624962788
Case3_14,2012-02-16 12:15:00,Final Inspection Q.C.,regular,14.0,15,10.0,Cable Head,missing,0,2,1,1,0,1,1,0,0,0,2,6,1,0,0,2,0,0,0,2,1,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9,5,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,4,0,0,4.285714285714286,10.0,0.0,60.0,4.6314737881747154,0.0,0.0,0.0,0.0,0.0,150.14285714285714,635.0,20.0,2102.0,168.31374419077156,15.214285714285714,23.0,5.0,213.0,6.027865694851274,2.2857142857142856,6.0,0.0,32.0,2.198900824313101,1.6428571428571428,2.0,1.0,23.0,0.49724515809884684,944.6428571428571,1426.0,341.0,13225.0,363.56389918583614,1826.857142857143,21912.0,0.0,25576.0,5798.961218079597,15397.07142857143,25576.0,0.0,215559.0,11630.429481217898,7.5,14.0,1.0,105.0,4.183300132670378,29.571428571428573,32.0,28.0,414.0,1.5548576840284827,deviant,0.00018931604214630275
